General deg, rldeg, rrdeg, fldeg, frdeg,a,b,c,d,f,g,w,z,p,m,gg,sa,asa
2.636937141418457,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.646843194961548,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.6755175590515137,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.695463180541992,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.7159783840179443,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.7365331649780273,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.7396488189697266,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.796250581741333,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.8613827228546143,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.882672071456909,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.913682460784912,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.915440082550049,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.9380087852478027,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

2.989469289779663,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0

3.031672954559326,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.0746514797210693,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.122218370437622,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.174006938934326,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.227956533432007,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.282327175140381,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.318344831466675,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.322777271270752,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.364722728729248,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.3725597858428955,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.374655246734619,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.375068187713623,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.375068187713623,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.375323534011841,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.3778672218322754,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.416283369064331,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.4650866985321045,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.501399278640747,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.520001173019409,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.5378191471099854,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.5559561252593994,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.576000452041626,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.5914361476898193,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.600285530090332,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.6202340126037598,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.6385369300842285,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.6502938270568848,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.6504597663879395,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.6504597663879395,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.6574881076812744,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.662921905517578,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.7072129249572754,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.7557947635650635,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.7929024696350098,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.8278322219848633,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.861079692840576,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.8990509510040283,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.9104089736938477,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.916940927505493,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.918116569519043,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.918116569519043,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.9183292388916016,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.9206202030181885,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.9248929023742676,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.933344841003418,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.9408068656921387,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.9434096813201904,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.950270175933838,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

3.9792675971984863,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0

4.036409378051758,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.09147310256958,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.143495559692383,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.149256706237793,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.14961576461792,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.155783176422119,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.167540550231934,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.1687331199646,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.1694464683532715,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.169914722442627,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.171454429626465,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.213916301727295,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.2625555992126465,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.317023277282715,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.369513034820557,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.420104026794434,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.4261250495910645,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.426860809326172,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.426860809326172,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.427308082580566,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.427486896514893,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.427486896514893,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.427486896514893,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.427529335021973,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.427529335021973,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.429718017578125,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.434760093688965,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.43911075592041,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.464964866638184,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.503747940063477,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

4.543850898742676,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0

